gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
875069810	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7011835	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Värnanäs 700m VNV-ut strax N om Halltorpsån, Sm	Småland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.50035	16.14193	100.0						2013-10-25	25	10	2013	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7011835				CC0_1_0	Niklas Lönnell	Niklas Lönnell			2026-04-18T15:14:53.442Z		
875040473	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7004615	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sättuna hög 400 m SV-ut, Ög	Östergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.45566	15.56476	25.0						2013-10-18	18	10	2013	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7004615				CC0_1_0	Niklas Lönnell	Niklas Lönnell			2026-04-18T15:24:05.941Z		
875040321	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:7004617	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sättuna hög 400 m SV-ut, dellokal 2, Ög	Östergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.45502	15.56442	25.0						2013-10-18	18	10	2013	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	7004617				CC0_1_0	Niklas Lönnell	Niklas Lönnell			2026-04-18T15:24:06.981Z		
855982923	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335180	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	(kyrkan), Öl	Öland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	56.87964	16.6565	1000.0						1911-01-01/1911-12-31			1911	8179907	8179907	PRESERVED_SPECIMEN	SLU Artdatabanken	Artportalen	335180				CC0_1_0	Tommy Knutsson	Via Tommy Knutsson			2026-04-18T15:25:40.537Z		INSTITUTION_MATCH_NONE
855901418	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335577	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Ubbybäcken, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.94323	17.40732	50.0						1999-05-02	2	5	1999	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335577				CC0_1_0	Henrik Weibull	Henrik Weibull, Karin Wiklund, Henry Åkerström			2026-04-18T15:21:02.424Z		
855103425	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335186	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Wik slott, 400 m N om slottet nära allén, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.74331	17.45734	100.0						1997-10-21	21	10	1997	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335186				CC0_1_0	Henrik Weibull	Henrik Weibull			2026-04-18T15:25:43.211Z		
855101595	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335576	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Pustnäs, strax S om gården, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.79973	17.66948	100.0						1997-11-07	7	11	1997	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335576				CC0_1_0	Henrik Weibull	Henrik Weibull			2026-04-18T15:20:46.832Z		
854939720	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335580	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Dalbyviken, norra sidan, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.76697	17.56883	10.0						2011-08-06	6	8	2011	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335580				CC0_1_0	Karin Wiklund	Karin Wiklund			2026-04-18T15:23:08.575Z		
854925518	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335579	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Dalkarlskärret, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.77589	17.58423	10.0						2011-07-31	31	7	2011	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335579				CC0_1_0	Karin Wiklund	Karin Wiklund			2026-04-18T15:20:47.287Z		
852758778	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335178	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	KAGA, Ög	Östergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.45403	15.53036	5000.0						1887-01-01/1888-01-01				8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335178				CC0_1_0	Länsstyrelsen Östergötland	Via Tommy Karlsson			2026-04-18T15:25:19.447Z		
852758305	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335177	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	VINNERSTAD, Ög	Östergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.51696	15.08888	5000.0						1869-01-01/1870-01-01				8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335177				CC0_1_0	Länsstyrelsen Östergötland	Via Tommy Karlsson			2026-04-18T15:25:26.024Z		
852757265	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335179	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	HÖSSNA, Ög	Östergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.47464	15.51306	5000.0						1887-09-04	4	9	1887	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335179				CC0_1_0	Länsstyrelsen Östergötland	Via Tommy Karlsson			2026-04-18T15:25:40.121Z		
851521370	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335578	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sunnersta åsen, vid Fyrisån, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.79096	17.65953	1000.0						2002-10-30	30	10	2002	8179907	8179907	PRESERVED_SPECIMEN	SLU Artdatabanken	Artportalen	335578				CC0_1_0	Tomas Hallingbäck	Tomas Hallingbäck			2026-04-18T15:20:42.915Z		INSTITUTION_MATCH_NONE
851521297	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335181	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sydkoster, på lera i nygrävt dike nära Hattviken, Boh	Bohuslän	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.88461	11.03391	1000.0						1989-09-05	5	9	1989	8179907	8179907	PRESERVED_SPECIMEN	SLU Artdatabanken	Artportalen	335181				CC0_1_0	Tomas Hallingbäck	Tomas Hallingbäck			2026-04-18T15:26:29.098Z		INSTITUTION_MATCH_NONE
850264230	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335184	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sunnerstagropen, nere vid ån, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.79151	17.66323	50.0						1995-10-10	10	10	1995	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335184				CC0_1_0	Henrik Weibull	Henrik Weibull			2026-04-18T15:25:40.763Z		
850263916	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335183	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sunnerstagropen, nere vid ån, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.79151	17.66323	50.0						1995-10-10	10	10	1995	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335183				CC0_1_0	Henrik Weibull	Henrik Weibull			2026-04-18T15:25:40.910Z		
850263666	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335182	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Sunnerstagropen, nere vid ån, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.79151	17.66323	50.0						1995-10-10	10	10	1995	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	335182				CC0_1_0	Henrik Weibull	Henrik Weibull			2026-04-18T15:25:45.581Z		
850128091	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:335185	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Wik slott, 400 m N om slottet nära allén, Upl	Uppland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	59.74286	17.45767	50.0						1997-10-21	21	10	1997	8179907	8179907	PRESERVED_SPECIMEN	SLU Artdatabanken	Artportalen	335185				CC0_1_0	Henrik Weibull	Henrik Weibull			2026-04-18T15:26:34.937Z		INSTITUTION_MATCH_NONE
788508253	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1264042	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	No locality information available		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.479392	13.985545							1936-04-10	10	4	1936	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1264042				CC_BY_NC_4_0		Åke Hovgard			2026-04-19T23:30:56.852Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788508179	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263965	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	Bollerup	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.492511	14.047174							1928-08-21	21	8	1928	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263965				CC_BY_NC_4_0		Åke Hovgard			2026-04-19T23:31:43.587Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788508121	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263905	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	No locality information available		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	56.254652	14.07914							1925-09-25	25	9	1925	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263905				CC_BY_NC_4_0		John Persson			2026-04-19T23:31:23.459Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788508063	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263845	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	No locality information available		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	56.254652	14.07914							1925-09-15	15	9	1925	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263845				CC_BY_NC_4_0		John Persson			2026-04-19T23:31:13.130Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788508005	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263785	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	Bollerup	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.492511	14.047174							1928-08-18	18	8	1928	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263785				CC_BY_NC_4_0		Åke Hovgard			2026-04-19T23:31:29.258Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788507946	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263725	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	Gudmuntorp	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.817887	13.483225							1872-08-20	20	8	1872	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263725				CC_BY_NC_4_0		Axel Tullberg			2026-04-19T23:31:12.942Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788507888	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263665	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	Bollerup	Skåne	PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	55.492511	14.047174							1928-08-24	24	8	1928	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263665				CC_BY_NC_4_0		Åke Hovgard			2026-04-19T23:31:22.588Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
788507829	aab0cf80-0c64-11dd-84d1-b8a03c50a862	LD:General:1263605	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens		SE	Näsby fält		PRESENT	1	c0758a16-296b-4ec3-97fd-8a057d9060f3	56.05012	14.13947							1924-08-29	29	8	1924	2674024	8179907	PRESERVED_SPECIMEN	LD	General	1263605				CC_BY_NC_4_0		Olof J. Hasslow			2026-04-19T23:31:23.637Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
768614090	e893d23b-02d5-4b38-a612-56b75da7d852	SALA:SALA-BRYO:1826-1	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens (Hedw.) Bruch & Schimp.	(Hedw.) Bruch & Schimp.	ES	Villarreal de Álava	Vi	PRESENT		a6deb94a-2c40-47ec-a678-3d502cd42bc2	42.98	-2.68											2674024	8179907	PRESERVED_SPECIMEN	SALA	SALA-BRYO	1826-1		P. Heras & M. Infante		CC_BY_4_0		Patxi Heras & M. Infante			2026-03-03T20:06:56.461Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
6194666406	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:105120026	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens (Hedw.) Bruch & Schimp.	(Hedw.) Bruch & Schimp.	JP	Saitama Pref. Iwatsuki-shi, Oko, Dai-rokuten-jinja Shrine.; at riverside of Motoarakawa River	Honshu	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862	35.933333	139.733333			5.0				2010-11-18	18	11	2010	2674024	8179907	PRESERVED_SPECIMEN	MO	Tropicos	105120026	1436			CC_BY_4_0	Missouri Botanical Garden	M. Higuchi			2026-04-16T11:34:03.411Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;TAXON_ID_NOT_FOUND
6191883692	8ce16e72-6216-4fe9-a468-670648d55b1e	BN00108817_213833	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens		NO			PRESENT		c227aa75-e44d-42b3-89b5-3d2a6210c841	59.078914	9.666216	33.02						2014-07-01	1	7	2014	8179907	8179907	HUMAN_OBSERVATION	miljodir						CC_BY_4_0	Miljødirektoratet				2026-04-15T07:30:55.693Z		COORDINATE_ROUNDED;FOOTPRINT_SRS_INVALID;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;SCIENTIFIC_NAME_ID_NOT_FOUND
6179740517	38b4c89f-584c-41bb-bd8f-cd1def33e92f	urn:lsid:artportalen.se:sighting:131452786	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	SE	Hoffmanstorp, Ög	Östergötland	PRESENT		b8323864-602a-4a7d-9127-bb903054e97d	58.41711	15.05228	2.0						2026-03-05	5	3	2026	8179907	8179907	HUMAN_OBSERVATION	SLU Artdatabanken	Artportalen	131452786				CC0_1_0	Staffan Carlsson	Staffan Carlsson			2026-04-18T15:26:05.698Z		
6177728453	b45a151e-734c-40f4-94c9-001458a2972b	59c37656-2193-44e7-9be2-ee9859f17bc5	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	GB	Congresbury	England	PRESENT		32f1b389-5871-4da3-832f-9a89132520c5	51.358746	-2.812835	707.1						2025-09-26	26	9	2025	8179907	8179907	HUMAN_OBSERVATION		iRecord | Bryophytes (BBS)			Pilkington S.		CC_BY_4_0	British Bryological Society and Biological Records Centre	Pilkington S.			2026-04-17T10:34:43.029Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND;TAXON_ID_NOT_FOUND
6177715912	b45a151e-734c-40f4-94c9-001458a2972b	ed7a0ace-ec85-4cee-9d19-231c603a54ce	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrium patens (Hedw.) Mitt.	Physcomitrium patens	(Hedw.) Mitt.	GB	SX25B (NW)	England	PRESENT		32f1b389-5871-4da3-832f-9a89132520c5	50.356301	-4.521249	70.7						2026-02-12	12	2	2026	8179907	8179907	HUMAN_OBSERVATION		iRecord | Bryophytes (BBS)					CC_BY_4_0	British Bryological Society and Biological Records Centre	Purches, Tim			2026-04-17T10:34:27.180Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND;TAXON_ID_NOT_FOUND
6176610379	54f946aa-2ca9-4a51-9ee5-011219e0381e	https://brnu.jacq.org/BRNU695948	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens (Hedw.) Bruch & Schimp.	(Hedw.) Bruch & Schimp.	CZ	Moravia, distr. Uherské Hradiště. Buchlovice: obnažený bahnitý břeh vodní nádrže Sovín 1 km JZ od kostela; 225 m s. m. Zem. souř.: 490439,3 N & 171938,1 E		PRESENT		9a4467a2-eccd-4aa7-bb6d-aea3a31f2a2c	49.07758	17.32725			225.0				2023-09-01	1	9	2023	2674024	8179907	PRESERVED_SPECIMEN	BRNU	Herbarium BRNU	695948	PDb23/114	Pavel Dřevojan		CC_BY_4_0		Dřevojan,Pavel PDb23/114			2026-04-17T21:52:11.910Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
6176589695	54f946aa-2ca9-4a51-9ee5-011219e0381e	https://brnu.jacq.org/BRNU687711	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens (Hedw.) Bruch & Schimp.	(Hedw.) Bruch & Schimp.	CZ	Moravia, distr. Znojmo. Starý Petřín: písčito-bahnitý substrát na obnaženém pravém břehu Dyje na soutoku s Petřínským potokem v místě vzdutí vodní nádrže Vranov 2,5 km SZ od kostela; 345 m s. m. Zem. souř.: 485428,8 N & 154249,4 E		PRESENT		9a4467a2-eccd-4aa7-bb6d-aea3a31f2a2c	48.908	15.71372			345.0				2022-10-07	7	10	2022	2674024	8179907	PRESERVED_SPECIMEN	BRNU	Herbarium BRNU	687711	PDb22/125	Pavel Dřevojan		CC_BY_4_0		Dřevojan,Pavel PDb22/125			2026-04-17T21:52:39.302Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
6176589278	54f946aa-2ca9-4a51-9ee5-011219e0381e	https://brnu.jacq.org/BRNU697175	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens (Hedw.) Bruch & Schimp.	(Hedw.) Bruch & Schimp.	CZ	Moravia, distr. Uherské Hradiště. Uherský Ostroh: mírně vlhké rozpraskané bahno na náplavu na pravé břehu Moravy v místě odbočení odlehčovacího kanálu Nová Morava 0,9 km SSV od kostela; 175 m s. m. Zem. souř.: 485933,7 N & 172332,8 E		PRESENT		9a4467a2-eccd-4aa7-bb6d-aea3a31f2a2c	48.99269	17.39244			175.0				2024-09-02	2	9	2024	2674024	8179907	PRESERVED_SPECIMEN	BRNU	Herbarium BRNU	697175	PDb24/106	Pavel Dřevojan		CC_BY_4_0		Dřevojan,Pavel PDb24/106			2026-04-17T21:52:27.115Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
6176585491	54f946aa-2ca9-4a51-9ee5-011219e0381e	https://brnu.jacq.org/BRNU695961	Plantae	Bryophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens		SPECIES	Physcomitrella patens (Hedw.) Bruch & Schimp.	Physcomitrella patens (Hedw.) Bruch & Schimp.	(Hedw.) Bruch & Schimp.	CZ	Moravia, distr. Třebíč. Koněšín: obnažený bahnitý levý břeh Jihlavy v místě vzdutí vodní nádrže Dalešice 2,8 km ZSZ od kostela; 375 m s. m. Zem. souř.: 491138,0 N & 160010,9 E		PRESENT		9a4467a2-eccd-4aa7-bb6d-aea3a31f2a2c	49.19389	16.00303			375.0				2023-11-01	1	11	2023	2674024	8179907	PRESERVED_SPECIMEN	BRNU	Herbarium BRNU	695961	PDb23/127	Pavel Dřevojan		CC_BY_4_0		Dřevojan,Pavel PDb23/127			2026-04-17T21:52:21.310Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY
